query_id	page_id	page_title	score	daily_pvs
47	350155	Gotham	2	226
57	275713	Caveat emptor	1	496
12	22478	Olive oil	0	1371
39	145359	Star Trek V: The Final Frontier	1.5	493
89	9091024	NA	0	2
43	37590993	Andrew Dost	0	151
21	30152659	List of mixed martial arts films	1.5	52
10	423894	1991 in India	1	34
36	1057785	Digestive enzyme	0	732
73	32651224	Women in engineering	2	7
30	1267673	Use Your Illusion	2	120
53	12941274	LGBT rights in the Americas	1	116
11	32946139	Annihilators	0.5	79
105	6109	Cream	1.5	894
88	25163743	Polypodium virginianum	1.5	7
114	14308	Hoover Dam	0	2442
38	3548013	Lebanese cuisine	2	645
78	10794987	List of Dutch flags	0.75	85
57	27424748	Pay what you want	1.3333	157
120	5579773	British African-Caribbean people	0	233
124	31586643	NA	0	4
92	4773877	Tetsu Inada	0.5	59
90	22157302	Char Dham	2	993
68	4629503	Calendar of saints (Lutheran)	1	47
101	55293	Niagara County, New York	0	102
120	39458815	Murder of Lee Rigby	0	595
61	27678721	Kyrgyz Revolution of 2010	2.5	64
94	7682050	The Best of the Ramones	3	15
84	8007339	The Essential Simon and Garfunkel	1	29
109	27703638	Ghost Whisperer (season 5)	0	81
55	12752902	Shambhala School	1.3333	18
19	1161224	West Pier	2	313
128	929452	A Very British Coup	0.5	112
5	50607361	2016 FC Goa season	1.5	13
98	24918027	Cycling in Illinois	0	9
18	481293	Beauty and the Beast: The Enchanted Christmas	1.5	228
45	27031566	NA	3	4
128	319149	Burning of Parliament	0	187
109	19920914	List of Starsky & Hutch episodes	3	72
62	5797907	75th Street–Elderts Lane (BMT Jamaica Line)	0	10
118	145429	The Tale of Genji	3	697
74	49861636	NA	1	2
99	49020591	NA	3	2
106	1672787	3rd SS Panzer Division Totenkopf	1.5	247
12	28776479	Mānuka honey	0	865
7	1250915	Pathfinders (Seventh-day Adventist)	1	107
26	302768	The Life and Opinions of Tristram Shandy, Gentleman	0	419
27	1087522	Salon-de-Provence	2	90
62	49697798	NA	0.5	6
101	48367	Westchester County, New York	0	1138
119	40163369	Dimitri Vegas & Like Mike	0	595
12	4288347	Dial (soap)	0	82
123	46784721	NA	2	13
42	6543404	NA	1	3
116	47544366	November 1936	0	10
81	178525	NA	0	2
80	22576	Olympic Games	0	5477
64	22576	Olympic Games	0	5477
61	4503602	Supreme Council (Kyrgyzstan)	0	34
114	6195	Calvin Coolidge	0	2617
124	20453428	Wave Broadband	0	69
106	14825525	Nazi SS	2	20
38	8607798	NA	1.6667	1
55	3528759	History of Halifax (former city)	2.6667	70
77	3979321	Cancelled Nintendo 64 games	1.5	23
6	202611	31st century BC	1.5	85
74	1929870	British Masters	1.5	47
109	4741183	Katsuhisa Hōki	0	13
36	63552	Amylase	0	779
55	38410305	List of oldest buildings and structures in Halifax, Nova Scotia	1.6667	20
101	22485058	Charles Lathrop Pack	0	11
62	41310276	Coat of arms of the London Borough of Croydon	0	5
30	1461942	Greatest Hits (Guns N' Roses album)	2	127
84	1884551	The Best of Simon and Garfunkel	1	28
40	14412	Hedge fund	1.5	2293
133	44742734	Roularta Media Group	1.5	11
28	579665	List of mystery writers	1	136
97	38995	Pepper	1	551
65	390158	List of Star Trek: The Animated Series episodes	0	92
65	38320217	List of Nostalgia Critic episodes (2013)	0	46
103	284762	Private prison	0.3333	396
92	275471	Anime International Company	1.5	132
115	276575	Killing field	1.5	18
79	129120	Shaker Heights, Ohio	0	229
114	62480	Mackinac Island	0	1102
112	12884066	List of programs broadcast by Family Channel	1.5	127
3	1013859	AAA battery	2	447
64	27249	History of San Marino	0	111
92	5388389	Magical Canan	0	53
5	43587686	Chennaiyin FC	1	1152
90	489575	Holi	0.5	1753
4	7002219	Scotland national under-19 football team	0.5	50
15	2979948	Ronald Reagan Ballistic Missile Defense Test Site	1.5	88
116	4159597	N+1	0	77
131	15167165	Smallburgh	1	7
84	10996617	Collected Works (Simon and Garfunkel album)	1	29
85	33372273	List of Space: 1999 weapons and equipment	2	12
120	5208180	Slaughter on 10th Avenue (Mick Ronson album)	0	55
49	2155463	List of Grand Slam men's doubles champions	1	47
15	1063273	Missile Defense Agency	2.5	208
14	39032	Rolls-Royce Merlin	0.5	1420
48	140308	Alice Cooper	0	9200
73	39034	J. Robert Oppenheimer	0	2587
90	29538427	Sasisena Temple	0.5	2
10	45406332	All India Federation of Anganwadi Workers and Helpers	3	15
74	170346	Master's degree	0	2102
118	8304767	Mircea Eliade bibliography	0	14
62	850048	Gas lighting	0	386
13	37460098	NA	2	2
56	19117626	Induction forging	0	17
10	1497221	Andhra Pradesh Anganwadi Workers and Helpers Union	3	8
70	27998343	Buffalo Gals (Malcolm McLaren song)	2	62
46	8747147	2010 NBA draft	1	1229
44	39975053	German Revolution of 1918–19	2.5	7
1	5879950	NA	0.6667	1
116	4626577	Theatre Intime	0	9
61	170131	Kyrgyzstan	1	3528
44	39975063	People of the German Revolution of 1918–19	3	3
101	4847768	Black River (St. Clair County)	1	13
126	36632943	Wedding Day at Troldhaugen	0	25
114	80028	Epic of Gilgamesh	0	8348
123	10787339	Tom show	2	15
82	22686	Oromo people	1	647
78	145567	Ensign	2.5	225
24	34471191	Clubland (compilation series)	0.75	118
33	2119841	Paul Buckmaster	0	58
27	14358690	Architecture of Provence	1.5	15
132	759971	Hamilton Tiger-Cats	1.5	475
3	38328485	List of examples of lengths	0	119
7	5421222	Davidian Seventh-day Adventist	2	128
47	47159463	List of Gotham episodes	2.5	3350
83	3537064	Medea (1969 film)	0	62
5	44562601	NA	2	8
49	2360870	Jim Pugh	1	16
117	399532	The Rhythm of the Saints	0	110
22	50814956	NA	2.5	3
89	2827293	CountyWatch	0.5	5
6	202615	35th century BC	0.5	73
78	293048	Confederate States Navy	1	309
43	26622139	NA	0	2
57	1865916	Signalling (economics)	1	185
22	14005626	Beatriz Carvajal	2.5	11
94	2128063	Mondo Bizarro	2	109
126	54798127	NA	0	18
39	3569858	Motif (visual arts)	2.5	139
80	14533	India	0	33109
130	9566406	Classic Controller	2	182
63	6343	Czech language	0	2195
124	14539	Internet	0	9188
57	309452	Adverse selection	1.6667	226
78	24484048	List of Polish naval and maritime flags	2	10
75	14498001	Mercedes-Benz short bonnet trucks	1.5	111
64	5716179	List of hospitals in Scotland	0	77
92	18757844	Artmic	0	27
98	27197134	Bora–Hansgrohe	0	140
47	48732376	James Gordon (Gotham)	2	103
54	6771748	History of California	1.5	418
131	13539706	Navenby	0	22
70	6825776	Paris (Malcolm McLaren album)	2	15
17	21706976	Battle of Madras	0	45
89	9631971	WKU Public Radio	0	5
91	473317	Content analysis	1.6667	442
113	48781543	NA	0	4
83	145640	The Gospel According to St. Matthew (film)	0	104
58	24197931	Lockheed L-133	0	38
114	22763	Osiris	0	2575
4	544840	Hampden Park	0.5	327
77	2062576	BattleTanx: Global Assault	1	45
87	4502568	Monocentris japonica	2.5	6
24	7290579	Rhythm Is a Dancer	0.75	197
117	7290579	Rhythm Is a Dancer	0.5	197
59	14581	Ich bin ein Berliner	0.75	638
13	1546486	WindowBlinds	1.5	34
36	9257	Enzyme	2	2233
53	2644222	Prison Memoirs of an Anarchist	0	9
88	8239359	Polypodium hydriforme	1.5	16
125	80128	Daniel Ellsberg	0	431
115	8239362	NA	2.5	6
10	45406467	NA	2	2
12	22812932	Medicinal clay	0.5	107
59	1193731	Timeline of the John F. Kennedy assassination	1.25	179
33	40343937	List of songs recorded by Ellie Goulding	1	107
120	19030340	List of post-disco artists and songs	0	45
42	20748553	NA	1	4
77	1833226	Mystical Ninja Starring Goemon	1	114
98	45406476	2015 Bora–Argon 18 season	0	3
33	33188226	The Million Dollar Piano	1	35
8	1030414	Adam Pascal	0.5	468
116	162063	Frank Norris	0	77
23	384728	Aircraft engine controls	1.5	85
50	6904083	Culture of Martinique	1	19
72	41613588	Marilyn Monroe (disambiguation)	2	24
62	842007	Reality Checkpoint	0.5	34
35	1866009	Environmentalism	3	672
8	11819290	Eugene O'Neill Theater Center	0	57
101	18743244	Judiciary of New York (state)	0	80
26	325917	John Bull	0	288
47	1775902	Carmine Falcone	1	328
89	6101279	Minninglow	0	11
58	6432	Caelum	0	82
18	6027555	Beast (Disney)	1	377
133	21092646	Douentza	0	10
121	20666669	The Handsome Family	1	214
131	194863	Foundling Hospital	0.5	84
117	11688240	Hermes House Band	2.5	65
23	5015944	Capital control	0.75	98
131	350514	Andover, Hampshire	0	221
52	24082739	List of Redwall characters	0	173
127	44333365	Redhead murders	1	175
92	37050678	Date A Live	0	921
102	11859513	Harrison Young	1	152
89	22841	Public Enemy (group)	0	962
100	36174138	Quddusi Sahab Ki Bewah	0	37
8	12212541	Broadway Play Publishing Inc.	0.5	4
82	20207934	Oreimo	1	2
99	21551425	Ritchie Valens Memorial Album	1.5	8
122	31043	Trust law	2.5	754
119	38881817	TomorrowWorld	2	139
107	13681718	Amplitude and phase-shift keying	1	31
26	391497	Fifth Business	0	65
64	1413089	European ministates	0.5	166
6	22860	Paleolithic	0	2439
109	6880994	Theodore Shapiro	0	59
10	26540367	NA	0.5	2
94	194896	Ramones (album)	1.5	388
129	8763731	Adult movie theater	0	712
78	244053	British ensign	1.5	317
59	13736278	President John F. Kennedy Assassination Records Collection Act of 1992	1.5	73
15	350551	United States national missile defense	2.5	400
74	194904	Track and field	0.5	1700
99	11524102	Say No More (Clay Walker album)	0.5	7
133	1317211	Pagani Zonda	0	1647
106	46138	Sicherheitsdienst	1.5	683
103	1366367	Prison rape in the United States	0.6667	411
84	22821217	Old Friends (song)	0	31
26	14917601	Incroyables and Merveilleuses	0	379
116	162193	Hell's Kitchen, Manhattan	0	5688
57	23550312	Accounting scandals	0.25	310
111	49092969	NA	1.5	4
65	39057770	The Bridge (U.S. TV series)	3	463
27	96619	Communes of the Alpes-de-Haute-Provence department	1	10
97	3262	Agar	1	1418
27	8486632	Marie Joséphine of Savoy	1	58
78	326003	Flag of Russia	0.75	1635
8	24869237	George O'Connor (comics)	1	11
10	36452726	Balwadi	1	32
85	26404	Risk management	1	1763
24	38861177	The Best of Cascada	0.75	11
42	41392506	NA	1	3
108	29132	Super Bowl VI	1.5	233
25	13262570	European University Cyprus	1	31
5	50452435	NA	0.5	5
33	2480513	Your Song	3	422
103	2305771	Mary Carpenter	0.3333	24
54	63876	History of the United States	1	2623
110	6535	Celery	2	1010
74	703163	Masters (snooker)	1	100
96	17873289	Nanjing War Crimes Tribunal	2	40
101	27642263	NA	1	3
91	5839673	Quantitative analysis (chemistry)	2.3333	234
58	3938702	List of Star Wars air, aquatic, and ground vehicles	0	87
59	39311	JFK (film)	2.25	970
44	10156432	Revolutions of 1848	1	812
66	14244241	NA	0.5	2
63	320779	Oblique case	0	111
76	244115	Lorazepam	1	4483
73	63892	Scots language	0	1359
116	2283925	James Patrick Kelly	0.5	26
12	26294679	Mastic (plant resin)	0.5	571
103	6056758	Ex Pistols	2.5	18
90	2029981	Rasgulla	1.5	278
78	4061602	List of flags of Norway	0.75	47
131	7539170	NA	0.5	1
63	32559	Vocative case	1	165
28	1988471	Qiu Xiaolong	3	53
75	34881265	Mercedes-Benz NG	0.6667	76
116	9441858	Vital articles/Expanded	0	52
7	13810090	Seventh-day Adventist Church	1.5	35
126	7036658	The Wedding! (comics)	0	51
97	235950	Carrageenan	1.5	998
100	31259055	Bulbulay	0	334
90	33264837	List of temples in Bhubaneswar	1.5	95
103	7154966	Deny (album)	2.6667	3
57	14773	Information theory	2.3333	964
127	3067845	Reader, West Virginia	1	5
4	1006008	1978 Commonwealth Games	0	85
129	26360249	Dottie Green	2.6667	96
71	330143	List of islands of Malaysia	0	71
23	48847298	Argentine currency controls (2011–15)	1.25	11
59	21764548	List of memorials to John F. Kennedy	1.5	35
119	50138870	Tomorrowland (book)	1.5	9
12	249270	Minocycline	0.5	642
99	1153480	Carol Kaye	1	646
86	1546697	Peace and conflict studies	0	283
29	10778	Funk	0	1250
14	23886283	Avro Lancaster PA474	1	42
107	38492620	AMSAT-OSCAR 6	2	4
41	211405	Film producer	0	1461
52	2128334	List of mythological objects	0	1341
93	80335	Helena Bonham Carter	0	5766
21	7109072	Every Man for Himself (Lost)	0	28
35	424402	Free-market environmentalism	2.5	54
1	47572	Redfish	2	284
96	30876750	Nanjing University	0	153
102	9468375	Private Parts (1997 film)	0	407
62	10617707	Sewer gas destructor lamp	0	18
83	3963356	Unnatural History (album)	0	7
75	4970973	Mercedes-Benz Actros	1.25	304
27	2685408	Santon (figurine)	1	30
76	317921	Hydromorphone	0	1663
11	1972708	Battle of annihilation	0.5	109
123	5261377	Uncle Tom's Fairy Tales	2	15
132	36731368	Chuck Scott	0	5
65	15604201	List of Robotech episodes	0	73
6	1422050	Timeline of Middle Eastern history	1	147
133	8677	December 30	0	333
18	367085	Atlantis: The Lost Empire	1	2060
85	5282290	MakeDamnSure	0.6667	36
99	10580118	Enzo Squillino Jr.	1.5	3
63	72180	Locative case	1	116
85	17157886	Star Trek	2	6346
41	2013687	Vixen (telescopes)	0.5	13
2	18717177	Shrek	0.5	2185
18	18717177	Shrek	1	2185
130	36067836	Wii U Pro Controller	2.5	118
120	211453	Stewart Lee	0	353
97	23181822	Edible seaweed	1	387
124	21223935	NA	0	10
45	2169344	PGA Grand Slam of Golf	2.5	46
49	2169344	PGA Grand Slam of Golf	0	46
111	3127809	Anchor windlass	1	120
22	14445147	Andarín Carvajal	2	17
5	46701059	2015–16 Bengaluru FC season	2	11
75	1047044	Mercedes-Benz Sprinter	0.75	1033
30	1415685	Welcome to the Jungle	1	474
53	924166	LGBT rights by country or territory	0.5	1650
21	31980042	UFC Undisputed 3	0	269
42	21641739	NA	1	3
65	33913356	List of The Exes episodes	0	15
29	47872525	List of defunct airlines of the United States	0.5	210
21	48577038	Ben Nguyen	1	255
21	1686031	Unleashed (film)	0	439
56	375313	Rice cooker	0.5	398
3	178713	Light-second	0	129
52	3521050	XOR gate	2	1308
56	14877	Induction	1.5	299
14	13859358	NA	0	1
31	64031	Four past Midnight	0	271
58	88609	Star Trek IV: The Voyage Home	0	506
65	3873316	The Bridge	0.5	64
115	24326	Pol Pot	2	3380
59	24803878	JFK Airport (disambiguation)	1.25	11
9	2435505	List of Zimbabweans	0	34
98	2325032	Bicycle Federation of Australia	0.5	3
57	309801	Information asymmetry	3	292
114	13400619	NA	1.3333	1
101	16996908	U.S. Route 25 in Michigan	0	19
56	14896	Inductor	0	1434
77	35915315	Disney's Tarzan (video game)	1	47
54	58325	Vigilante	0	685
114	41228854	Upslope Brewing Company	0	33
100	6830648	Wheeler Dealers	0	793
22	12876348	Carvajal	3	21
77	2701886	Mission: Impossible (1998 video game)	1	56
44	39606848	Karl Liebknecht	1	248
66	18176577	Second cabinet of Vojislav Koštunica	1	3
100	8096136	List of Mayday episodes	0	2852
87	23124548	NA	1.5	1
83	21554680	Film director	1	1327
41	3096851	Flange focal distance	0.5	239
21	1661521	Underworld Unleashed	0	89
118	1981010	Ukifune	2	6
90	1664099	Pawapuri	0	79
86	312833	Dots per inch	1.75	734
42	5047792	NA	1	2
93	28678585	NA	3	3
4	19436644	1978 FIFA World Cup Final	3	93
15	14939	Intercontinental ballistic missile	2	2191
122	30710364	Camden Property Trust	1	28
79	5978717	Humber Heights – Westmount	0	8
130	15243871	Pikmin 3	1.5	144
90	47127136	Jagannath Temple, Rayagada	0.5	6
36	8526433	Substrate (chemistry)	0.6667	195
103	31787451	School-to-prison pipeline	2.3333	156
10	4061800	Medicine and healthcare trade unions	0.5	2
132	49642092	NA	0	3
91	24006418	Department of Business Economics	1	10
74	1497712	Master of Wine	0	90
36	2634856	Enzyme assay	2.3333	242
75	30857842	Mercedes-Benz model codes	2.3333	128
49	5823091	Grand Slam (PBA)	0	19
64	5716140	List of hospitals in England	0	285
109	547448	Starsky & Hutch (film)	1.5	534
78	24509049	Maritime flag signalling	2.75	47
59	25754234	State funeral of John F. Kennedy	1.5	281
104	9632379	The Fighting Marines	0	6
36	6781	Cytosol	0.3333	406
30	670335	November Rain	1	741
84	5764695	Simon & Garfunkel discography	2	299
78	1981057	Jack of the United States	1.25	247
77	1661570	WWF No Mercy	1	185
99	21551748	Ritchie Valens...His Greatest Hits Volume 2	2.5	8
91	2644613	Quantitative history	2	23
102	13671046	Riding with Private Malone	0	38
125	43489927	Rands, Iowa	0	2
90	47176328	Jagannath Temple, Gunupur	0.5	4
123	2833033	Cherry Pie (album)	2	146
111	678539	Virgin Gorda	0.5	117
80	8821389	List of FIFA World Cup finals	0	1476
82	10648207	2007 Allsvenskan	1.5	14
44	301718	Uprising of 1953 in East Germany	0	233
125	18717338	United States dollar	0	4648
22	1301150	Palmoplantar keratoderma	2	84
61	26704543	Pakistanis in Kyrgyzstan	1	5
54	5230286	List of concentration and internment camps	1.5	236
133	33225382	Alfred Vogel	0.5	21
85	326313	Applied psychology	0	364
9	23213	Political correctness	0	1348
86	408238	United Development Party	0	46
37	35450225	NA	1.6667	1
100	1989297	Dan Attias	0	60
114	162249	Mark Hanna	0	151
96	4487864	International Committee for the Nanking Safety Zone	2	14
27	15415993	Claret, Alpes-de-Haute-Provence	1	5
54	5992	Traditional Chinese medicine	0	1123
53	24140478	Sexual orientation change efforts	0	170
38	8559295	Egyptian cuisine	3	374
94	1202880	C. J. Ramone	2.5	344
36	2517465	Enzyme multiplied immunoassay technique	1	45
86	23235	Pakistan	0	17144
8	12540614	Rapp (surname)	0.5	5
95	49322755	Laal Rang	1.5	230
71	1465032	Malaysia Airlines destinations	3	100
69	1465032	Malaysia Airlines destinations	2.5	100
12	57875	Soap	2.5	1345
12	965323	Antimicrobial	1.5	470
104	17349325	United States Marine Corps	2	5211
23	14482131	Excavator controls	1.5	77
13	2595542	Brad Wardell	0.5	19
58	359127	Lockheed T-33	0	406
99	48339673	Daniel Valdez	1	26
79	1456858	List of high schools in Pennsylvania	0	72
28	39983836	Empresses in the Palace	0	363
129	47725278	Blinky Bill the Movie	0	101
84	634661	Bridge over Troubled Water (song)	1	801
89	629472	Rights of way in England and Wales	0.5	110
112	29108688	Shameless (U.S. TV series)	1.5	10175
66	19831522	Adem	1	15
118	38270798	Genji	1.5	56
63	26689	Swedish language	0.3333	1259
43	47729105	Old Frankfort Stone High School	0.5	4
7	7281385	Progressive Adventism	0.5	29
45	1555178	Senior major golf championships	2.5	50
9	10468075	Nellie Wong	0	12
24	6560494	Playahitty	0.5	10
73	998127	James E. Ferguson	0	57
82	15858420	Elvo	2.5	5
133	7106487	Team Sunweb (men's team)	0	433
91	43476	Operations research	1.6667	924
65	15112954	List of The Border episodes	0	16
103	20411847	School corporal punishment	0.6667	605
28	2112385	A Loyal Character Dancer	1.5	5
91	274035	Quantitative marketing research	1.6667	81
37	34003715	The Mosaic Project (album)	0.6667	11
97	31240648	NA	1.5	2
12	428502	Hand washing	2	422
58	9976582	History of the New York Jets	0	72
80	32545543	African U-20 Cup of Nations for Women	0.5	17
4	17144584	List of Sunderland A.F.C. players	0	76
23	6200077	Control car	1	59
13	26344207	The Linus Pauling Quartet	0	6
103	408336	Borstal	0.3333	256
116	1808856	Cosmopolis (novel)	1	56
41	47230949	NA	0.5	3
122	10165015	United States trust law	2	101
124	138009	Telewest	0.6667	73
87	6025118	List of fishes of India	1.5	194
65	21684015	Animaniacs	0	1011
116	3889949	The Names (novel)	1	21
67	259897	George Wallace	1.5	2756
32	18307757	Ellen DeGeneres	0.5	7942
28	44038947	List of Hakka people	0	72
44	48216868	Georg Ledebour	1.5	6
130	36050531	Game & Wario	1	70
53	1088294	Demographics of sexual orientation	0.5	1020
121	891688	Naked (book)	3	68
30	12024212	Don't Cry Wolf (album)	1	9
79	17070891	McKinley Heights, St. Louis	0	9
58	13884204	NA	0	8
23	1997617	Information security audit	0.5	73
93	46303973	Big Ten Conference Women's Basketball Player of the Year	3	6
22	43391798	Hugo Carvajal	2	18
18	2587447	It's the Girl in the Red Truck, Charlie Brown	1	25
23	14523192	Norman four notrump	0	2
50	1907513	Big Drum	1.5	9
31	6150970	Robotech: The Movie	0	116
121	45390653	True Detective (season 1)	3	2440
112	49143625	Family Time (TV series)	2	100
27	15416128	NA	1	3
87	285152	Pineal gland	0	3849
86	23362	History of Pakistan	0	974
28	34817163	NA	1.5	3
81	15176	Insurance	1.5	4017
5	50371402	NA	2.5	2
129	20433007	A Man Who Was Superman	0	56
32	1882956	Moonlight Mile (film)	2.5	230
102	633314	71st Academy Awards	1	350
51	2507104	Aposematism	0.5	465
7	1985591	Andrews University	0.5	162
131	3907024	List of Acts of the Parliament of the United Kingdom, 1840–59	0.5	24
95	43498326	Ranveer Brar	1	170
76	62745	Lethal injection	0.5	2122
94	1825627	Blitzkrieg Bop	1.5	312
129	9366137	Download to own	0	9
94	1825632	I Wanna Be Sedated	2	143
57	19970913	Supplier-induced demand	1.25	27
100	38052849	Forever (Philippine TV series)	0	26
131	3178968	Tyldesley	0	37
31	2374501	The Relic (film)	0	249
57	1022822	Experience good	1.3333	37
123	3121161	Goodbye Uncle Tom	1.5	83
118	473961	The Tale of Genji	1.5	5
112	10565646	List of programs broadcast by Freeform	1.5	377
39	15870439	Motif (narrative)	0.5	225
58	211820	Pictor	0	49
44	3407677	Kiel mutiny	2	68
116	1206760	Great American Novel	0.5	2
86	47986	Address Resolution Protocol	0	847
79	1137525	Willowdale, Toronto	0	107
122	10165111	English trust law	2.5	134
132	6249337	CFL's Most Outstanding Defensive Player Award	1.5	15
58	238646	Protostar	0	206
128	214764	Stagecoach	0	410
23	7039	Control theory	1.75	825
54	44120960	Chinese Canadians in British Columbia	2.5	29
27	7486337	University of Provence	1.5	23
62	392066	St Martin-in-the-Fields	0	236
8	21920643	Sam Spiegel (musician)	1	116
34	15055749	Felix von Winiwarter	1.5	3
99	58796	The Day the Music Died	1.5	1579
58	1203751	Soekarno–Hatta International Airport	0	761
89	261002	Traffic sign	2	625
93	40893324	NA	3	3
30	27630477	Chelsea Manning	0	6596
72	793487	Marilyn (geography)	0.5	87
121	38411152	True Detective	3	4068
98	23100308	Chuck Inglish	0	65
95	39410581	John Day (film)	1.5	168
19	5634966	Eastbourne Pier	1	54
79	1137559	Lawrence Heights	0	35
18	908185	List of races and species in The Hitchhiker's Guide to the Galaxy	0	90
113	34586463	Did you know/Statistics/Archive 2012	0	5
5	44809117	2015 Indian Super League season	1	99
83	154527	The 120 Days of Sodom	2	771
24	41163681	NA	1.75	1
36	318370	RuBisCO	0.3333	239
45	1203108	NA	1.5	1
100	15834024	Top Gear (series 9)	0	134
76	13351850	Imidazenil	1	23
40	1440683	Electronic communication network	1	107
133	41276868	Myanmar general election, 2015	0	113
72	39713709	Love, Marilyn	1.5	40
18	105391	B movie	0	885
125	3341232	Bernard Rands	0	12
73	2014129	Dhondo Keshav Karve	0	230
127	2819716	NA	1	3
57	1678261	Business-to-business	0.5	942
73	771665	Samuel Ferguson	0	20
100	42605495	For the Love of Cars	0	91
59	236473	Jim Garrison	0.75	330
84	22903738	For Emily, Whenever I May Find Her	1	51
90	3738101	Puri district	2	72
21	39140288	Underground fighting films	1.5	13
120	20708289	NA	0	4
59	97218	John F. Kennedy International Airport	2.25	2434
35	7551939	Evangelical environmentalism	2	45
82	29408197	Puella Magi Madoka Magica	0	1364
36	6182049	Allosteric enzyme	1	133
86	12108	Greece	0	6802
18	22830026	Beastly (film)	1	469
22	34787482	Coahuiltecan people	0.5	100
124	42638285	List of countries by Internet connection speeds	0.6667	2409
127	39640014	NA	1.5	2
75	25639887	NA	0.25	2
59	3054546	John F. Kennedy Memorial Airport	1.75	18
80	7977939	Africa Futsal Cup of Nations	0	13
110	56277	Rhubarb	2	1723
125	277462	Commerce Clause	3	432
86	23511	Point-to-Point Protocol	0	898
56	12696538	NA	0	3
80	10427356	Africa Beach Soccer Cup of Nations	0	9
2	16448477	Ning Cai (magician)	0	19
25	17546206	M Resort	1	76
50	244703	Music of France	1.5	236
53	29719521	History of violence against LGBT people in the United States	2	200
62	692197	Dual carriageway	0.5	336
73	26336227	Canongate Kirkyard	0	27
74	49632744	Asia Masters Athletics Championships	0	11
65	9089624	List of Naruto: Shippuden episodes	0	9233
86	64489	Purchasing power parity	0	2372
112	46234603	The Family (2016 TV series)	3	391
72	34446317	Marilyn Monroe (Nicki Minaj song)	1.5	24
124	31728	Telecommunications in the United Kingdom	0	119
133	15346	Institute of National Remembrance	0	48
2	3406837	1999 in home video	1	73
6	47021472	Sebasticook Lake Fishweir Complex	0.5	6
120	23231480	Tigre Uno	0	80
45	11570261	List of career achievements by Tiger Woods	2	293
9	31740	University of Michigan	0	2019
27	15416317	NA	1	3
30	48307198	List of Hillary Clinton presidential campaign endorsements, 2016	0	54
84	30022145	Art Garfunkel discography	1	63
18	31752	Ulysses S. Grant	0	8145
54	40459273	History of Chinese Australians	3	90
131	29919571	History of Thornton Heath	0	14
110	56333	Root	1	787
72	24239118	NA	2	5
56	261135	Cookware and bakeware	0.5	347
77	1092099	GameShark	1	269
105	37483694	Lactose content of foods	1	203
68	44391895	NA	0.5	7
19	21773335	NA	2.5	2
6	4021273	Pre-Islamic Arabia	1	557
4	1498138	Lou Macari	2.5	123
64	13605915	List of sovereign states in 1776	0	10
98	38039386	Great Victorian Bike Ride	1	24
65	2890783	Emperor Norton	0	504
117	37689509	Neuroscience of rhythm	0.5	11
101	26377251	NA	0	6
18	301574	The Little Mermaid (1989 film)	1	1911
21	24263718	Brian Foster (fighter)	1	55
80	35478568	NA	0.5	4
12	900138	Chlorhexidine	0.5	1072
8	4070443	First Second Books	0	36
128	40339	Lord Mayor of London	0	283
119	79026	Glastonbury Festival	0	1064
70	9250568	NA	2	1
36	38034479	Enzyme promiscuity	1	29
82	47897648	Parco Burcina Natural Reserve	1	3
114	29465649	Hou Ji	0	10
53	41114676	Homosexuality in sports in the United States	2	18
36	506933	Maud Menten	0.3333	45
5	50371639	2016 Mumbai City FC season	1.5	13
58	3939384	List of Star Wars starfighters	0	153
106	408634	List of submarines of the United States Navy	0.5	493
53	4414523	LGBT rights in the United Arab Emirates	0	360
73	252991	Vassar College	0	1192
30	474176	Use Your Illusion II	2.5	680
17	1638240	History of Chennai	0.5	501
32	711747	Patrick Dempsey	0.5	3727
12	1817669	Povidone-iodine	0.5	895
80	7239	Cricket World Cup	0	1984
114	728136	Bear River (Great Salt Lake)	0	52
35	7478345	Bright green environmentalism	2	69
122	23626	Property	2	659
53	30176439	LGBT rights in Georgia (U.S. state)	1	31
52	3521614	NAND logic	1	261
96	1897656	Minnie Vautrin	1	106
133	48258915	Arjen Lubach	0.5	21
105	48212	Ice cream	0	2048
12	498773	Benzalkonium chloride	0.5	793
94	613462	Marky Ramone	2.5	583
6	10853463	History of Dubai	1	229
48	16228	Jim Henson	0	1871
68	271956	Church of Denmark	0.5	249
120	171099	Leelee Sobieski	0	2253
23	2505822	Helicopter flight controls	1.5	365
104	2137183	Devil Dog	1	261
94	613472	Johnny Ramone	1.5	876
105	425059	Ranch dressing	0	1149
83	45235301	Rebecca Huntley	0.5	9
53	7272	Christianity and homosexuality	0	320
4	3046506	1978 FIFA World Cup squads	2.5	186
72	38924135	Goodnight, Sweet Marilyn	1.5	6
9	2686060	Talk (Yes album)	0.5	128
86	31853	Uzbekistan	0	3783
114	629870	Great Flood of 1993	0	207
22	31145459	José María Jesús Carbajal	2.5	13
2	573288	Babe: Pig in the City	2.5	358
79	2841714	Alamo Heights High School	0	23
68	310388	Closed communion	0	74
47	4390005	Sarah Essen Gordon	1.5	143
104	2718839	Oorah (Marines)	0	393
64	18964	Madagascar	0	4149
72	1858682	Monkey Business (1952 film)	1	101
84	16316729	List of songs written by Paul Simon	1	67
114	7806078	1928 Thames flood	0	40
7	19283071	Prophecy in the Seventh-day Adventist Church	2	27
18	47037569	Beauty and the Bestie	0.5	162
